Accident_Index,Latitude,Longitude,Year,Month,Day,Hour,Speed_limit,Car_involved_in_accident,Motorcycle_involved_in_accident,Truck_involved_in_accident,Other_vehicle_involved_in_accident
200505BS01401,53.48532900000001,-2.920468,2005,9,29,9,30,0,1,0,0
200505BS01428,53.492278000000006,-2.951367,2005,9,14,2,70,0,0,1,0
200505CC04153,53.403279000000005,-2.818969,2005,12,23,23,30,1,0,0,0
200505CH00089,53.355421,-2.81114,2005,2,13,15,70,1,0,0,0
200505CH00173,53.421673,-2.862059,2005,2,27,0,40,1,0,0,1
200505CH00177,53.491425,-2.874778,2005,3,4,22,30,0,0,0,1
200505CH00426,53.424275,-2.850223,2005,5,25,0,30,1,1,0,0
200505CH00453,53.4275,-2.7861740000000004,2005,6,2,18,30,1,0,0,0
200505DH00349,53.472106000000004,-2.725981,2005,5,8,21,60,1,0,0,0
200505DH00412,53.44865600000001,-2.753287,2005,5,30,13,30,1,0,0,0
200505DH00486,53.476789000000004,-2.767798,2005,6,15,19,70,0,1,0,0
200505DH00746,53.40312900000001,-2.745864,2005,9,3,1,70,1,0,0,0
200505EE01003,53.418220999999996,-2.938428,2005,8,3,16,30,1,1,0,0
200505EE01025,53.451903,-2.930286,2005,8,10,3,40,1,1,0,0
200505EE01590,53.407702,-2.903597,2005,10,3,19,30,0,0,0,1
200505EE01656,53.43259200000001,-2.9735150000000004,2005,10,4,22,30,1,0,0,0
200505EE02288,53.40648,-2.922375,2005,10,29,1,30,1,0,0,1
200505EE02834,53.419072,-2.885781,2005,11,13,16,40,1,0,0,0
200505EE03309,53.435926,-2.972538,2005,12,1,3,30,1,0,0,1
200505EE03315,53.419681000000004,-2.9240150000000003,2005,12,2,16,30,1,0,0,0
200505EE03950,53.440465,-2.909862,2005,12,27,22,40,1,0,0,1
200505ET00001,53.4012,-2.975957,2005,1,1,0,30,1,0,0,0
200505ET00084,53.412428000000006,-2.965984,2005,1,23,3,30,1,0,0,0
200505ET00085,53.40820600000001,-2.954455,2005,1,25,9,30,0,0,0,1
200505ET00316,53.425208999999995,-2.996824,2005,2,27,23,30,1,0,0,0
200505ET00515,53.445733,-2.960265,2005,3,16,20,30,1,0,0,0
200505ET00516,53.411573,-2.9716810000000002,2005,3,18,19,30,1,0,0,0
200505ET00555,53.424975,-2.970632,2005,3,14,11,30,1,1,0,0
200505ET01104,53.46376899999999,-2.9531400000000003,2005,5,26,3,30,1,0,0,0
200505ET01451,53.402166,-2.989667,2005,7,10,17,30,0,1,0,0
200505ET01625,53.40886999999999,-2.950107,2005,7,26,10,30,1,0,0,0
200505FF03949,53.379726,-2.94119,2005,12,26,23,30,1,0,0,0
200505FT00251,53.38938100000001,-2.9702740000000003,2005,3,17,19,30,1,0,0,0
200505FT00318,53.38519300000001,-2.965668,2005,4,14,21,30,0,0,0,1
200506A029829,53.53415,-2.221452,2005,7,3,20,30,1,0,0,0
200506A030424,53.526616000000004,-2.212513,2005,7,16,14,30,1,0,0,0
200506A032477,53.488440000000004,-2.24578,2005,8,16,13,30,1,0,1,0
200506A033793,53.484458999999994,-2.212754,2005,9,6,12,30,1,0,0,1
200506A035159,53.495247,-2.212054,2005,10,1,17,30,0,0,0,1
200506A921687,53.4994,-2.24916,2005,2,25,17,30,1,0,0,1
200506B024673,53.471074,-2.254568,2005,4,20,23,50,1,0,0,0
200506B028518,53.45679499999999,-2.200266,2005,6,16,12,30,0,0,1,0
200506B038359,53.468677,-2.190229,2005,11,11,19,30,1,1,0,0
200506B038492,53.43559200000001,-2.1944470000000003,2005,11,13,2,30,1,0,0,1
200506C025132,53.43548199999999,-2.2064880000000002,2005,4,22,23,30,1,0,0,0
200506C028470,53.412319,-2.280695,2005,6,16,14,30,1,0,0,0
200506C032113,53.396730000000005,-2.2581849999999997,2005,8,13,2,30,0,0,0,1
200506C036673,53.446394,-2.2776080000000003,2005,10,26,0,30,1,0,0,0
200506C917483,53.421926,-2.245095,2005,1,3,17,30,1,1,0,0
200506C917703,53.4138,-2.217366,2005,1,5,2,40,1,0,0,0
200506C920973,53.46017,-2.168503,2005,2,23,12,30,1,0,0,0
200506C921644,53.456191000000004,-2.235955,2005,3,5,3,30,1,0,0,0
200506C923595,53.424780000000005,-2.255646,2005,3,26,19,40,1,0,0,0
200506F025783,53.507495,-2.410091,2005,5,6,22,60,1,0,1,0
200506F026228,53.490976,-2.3143740000000004,2005,5,14,0,30,0,0,0,1
200506F030783,53.524685999999996,-2.429113,2005,7,24,1,30,0,1,0,0
200506F032361,53.482323,-2.355147,2005,8,16,0,30,1,0,0,1
200506F042413,53.491229000000004,-2.285437,2005,12,15,11,50,1,0,0,0
200506F918251,53.48078100000001,-2.3598060000000003,2005,1,13,12,30,0,1,0,0
200506F919376,53.510353,-2.294311,2005,1,29,17,30,1,0,0,0
200506F922114,53.50162099999999,-2.419231,2005,3,7,13,30,0,0,1,0
200506F923194,53.523132,-2.384148,2005,3,24,18,30,1,0,0,0
200506G025914,53.46565,-2.088388,2005,5,6,16,30,1,0,0,0
200506G034133,53.436443000000004,-2.078994,2005,9,12,17,30,1,0,0,1
200506G035081,53.50423000000001,-2.05756,2005,10,1,1,30,1,0,0,0
200506G039083,53.451367000000005,-2.075107,2005,11,23,19,30,1,0,0,0
200506G039709,53.485608,-2.1687540000000003,2005,12,4,2,30,1,0,0,0
200506G919642,53.438247,-2.069213,2005,1,26,11,30,1,0,0,0
200506J027448,53.348716,-2.164157,2005,5,30,16,30,1,0,0,0
200506J039189,53.357431999999996,-2.166444,2005,11,25,11,30,0,0,1,0
200506J919610,53.375105000000005,-2.239566,2005,1,9,22,30,1,0,0,0
200506J921656,53.372781,-2.107134,2005,3,5,10,40,0,0,1,0
200506J923131,53.363643,-2.064584,2005,3,25,15,30,1,0,0,0
200506K029376,53.576809,-2.432359,2005,6,22,11,30,0,0,0,1
200506K032388,53.614230000000006,-2.448916,2005,8,14,11,30,1,1,0,0
200506K033750,53.565755,-2.4316419999999996,2005,9,5,19,30,1,0,0,1
200506K034475,53.548961,-2.4015869999999997,2005,9,17,21,30,0,1,0,0
200506K036295,53.586316000000004,-2.566449,2005,10,10,17,60,1,0,0,0
200506K036652,53.58509599999999,-2.427459,2005,10,19,21,40,1,0,0,0
200506K037430,53.59745,-2.549674,2005,10,29,1,30,1,0,0,0
200506L026333,53.57859200000001,-2.653343,2005,5,7,17,30,1,0,0,0
200506L027444,53.480895,-2.523454,2005,5,29,15,30,1,1,0,0
200506L027613,53.499832999999995,-2.509214,2005,5,31,1,30,1,0,0,0
200506L030260,53.519362,-2.652431,2005,7,11,4,30,1,0,0,0
200506L030261,53.491161,-2.631349,2005,7,10,19,30,1,1,0,0
200506L037261,53.557871,-2.645475,2005,10,31,9,30,1,0,0,0
200506L038159,53.48768100000001,-2.533786,2005,11,11,23,50,1,0,0,0
200506L921482,53.504394999999995,-2.5349,2005,2,26,15,30,1,0,0,1
200506L922846,53.506129,-2.464207,2005,3,14,8,30,1,0,0,0
200506M035749,53.454613,-2.2984430000000002,2005,9,29,9,30,0,0,0,1
200506M040175,53.369544999999995,-2.344439,2005,12,10,22,30,1,0,0,0
200506N026015,53.557818999999995,-2.326644,2005,5,7,12,30,1,0,0,0
200506N039021,53.537808,-2.277602,2005,11,19,16,30,1,0,0,0
200506N921388,53.573875,-2.338547,2005,2,10,18,30,1,0,0,0
200506P024805,53.582443000000005,-2.254331,2005,4,23,14,40,0,1,0,0
200506P027572,53.627485,-2.139078,2005,5,30,17,30,1,0,0,0
200506P032407,53.625236,-2.1402799999999997,2005,8,11,13,30,0,0,1,0
200506P035818,53.627157,-2.1086840000000002,2005,9,25,2,70,1,0,0,0
200506P040828,53.633064000000005,-2.133501,2005,12,11,13,30,0,1,0,0
200506P919007,53.584013,-2.233948,2005,1,19,20,40,1,0,1,0
200506Q029890,53.508086,-2.164169,2005,6,20,18,30,1,0,0,0
200506Q030287,53.522537,-2.1017799999999998,2005,7,6,23,30,1,0,0,0
200506Q031561,53.562339,-2.119992,2005,8,1,1,30,1,0,0,0
200506Q032969,53.548077,-2.085843,2005,8,12,20,30,0,0,0,1
200506Q919649,53.537116000000005,-2.078125,2005,2,2,23,30,1,0,0,0
200506Q920438,53.529359,-2.112507,2005,2,5,21,30,1,0,0,0
200506X024156,53.428582999999996,-2.1259360000000003,2005,4,10,4,50,1,0,0,0
200506X032257,53.571236999999996,-2.698381,2005,7,26,0,70,0,0,1,0
200506X032554,53.426784999999995,-2.126081,2005,8,20,18,70,0,1,0,0
200506X032815,53.48168199999999,-2.293359,2005,8,24,23,70,1,0,0,0
200506X033043,53.575485,-2.271203,2005,8,13,8,70,1,1,0,0
200506X039622,53.58600500000001,-2.693791,2005,11,26,20,70,1,0,0,0
200506X041471,53.515634,-2.692037,2005,12,28,9,70,1,0,0,0
200506X919457,53.479046999999994,-2.396407,2005,2,1,6,70,1,0,1,0
200506X920520,53.36059100000001,-2.298237,2005,2,12,16,70,1,0,0,0
2005070500032,53.313545999999995,-2.3438380000000003,2005,1,1,4,60,0,0,1,0
2005070500199,53.174624,-2.206281,2005,1,12,17,30,1,0,0,0
2005070500228,53.189037,-2.377264,2005,1,14,17,70,1,1,0,0
2005070500352,53.168609,-2.201764,2005,1,19,18,30,1,0,0,0
2005070500424,53.141535,-2.655811,2005,1,29,0,60,1,0,0,0
2005070500569,53.300695999999995,-2.177478,2005,2,6,21,60,1,0,0,0
2005070500792,53.33375,-2.480204,2005,2,18,10,70,0,1,0,1
2005070500801,53.348133999999995,-2.242118,2005,2,20,14,30,1,0,0,0
2005070500806,53.452057999999994,-2.519636,2005,2,20,10,30,1,0,0,0
2005070500836,53.30125400000001,-2.706273,2005,2,22,18,30,1,1,1,0
2005070500962,53.359635,-2.244287,2005,3,3,18,60,1,0,0,1
2005070501103,53.265288,-2.592483,2005,3,14,8,60,1,0,0,0
2005070501147,53.207578000000005,-2.2259029999999997,2005,3,16,14,60,0,0,1,0
2005070501184,53.00808000000001,-2.711762,2005,3,18,11,60,1,0,0,1
2005070501264,53.265852,-2.803296,2005,3,28,7,70,1,0,0,0
2005070501312,53.087701,-2.385933,2005,3,25,23,60,1,0,0,0
2005070501487,53.397566000000005,-2.563639,2005,4,9,21,30,1,0,0,0
2005070501501,53.401398,-2.489689,2005,4,9,12,60,1,0,0,0
2005070501641,53.037085999999995,-2.547592,2005,4,16,6,60,1,0,0,0
2005070501841,53.209685,-2.73112,2005,5,2,15,70,1,0,0,0
2005070501896,53.341584,-2.726465,2005,5,5,23,30,1,0,0,0
2005070501907,53.126377000000005,-2.317535,2005,5,3,7,60,1,0,0,1
2005070501982,53.209487,-2.915892,2005,5,10,20,30,1,1,0,0
2005070501998,53.327707999999994,-2.4624189999999997,2005,5,10,21,70,1,0,1,0
2005070502108,53.14495,-2.361179,2005,5,14,16,30,0,0,0,1
2005070502240,53.249099,-2.859635,2005,5,25,7,70,1,0,0,0
2005070502279,53.080597999999995,-2.506344,2005,5,27,0,60,1,0,0,0
2005070502297,53.209499,-2.732016,2005,5,30,12,70,1,0,0,0
2005070502466,53.259977,-2.753115,2005,6,9,14,30,1,0,0,0
2005070502724,53.21539,-2.400258,2005,6,22,12,60,1,0,1,0
2005070502732,53.169518000000004,-2.381431,2005,6,25,21,60,1,0,0,0
2005070503161,53.175701000000004,-2.637929,2005,7,23,9,60,1,0,0,0
2005070503176,53.243042,-2.8000220000000002,2005,7,24,21,60,1,0,0,0
2005070503184,53.255428,-2.4646369999999997,2005,7,25,13,70,1,0,0,0
2005070503211,53.260831,-2.937078,2005,7,26,11,60,0,0,1,0
2005070503249,53.264988,-2.9110810000000003,2005,7,30,3,30,1,0,0,0
2005070503295,53.396710999999996,-2.573403,2005,8,2,3,30,1,0,0,0
2005070503387,53.102976,-2.486143,2005,8,3,19,60,1,1,0,0
2005070503418,53.150884999999995,-2.655654,2005,8,5,17,60,1,0,0,0
2005070503475,53.195319,-2.91125,2005,8,10,6,30,0,0,0,1
2005070503492,53.148639,-2.960203,2005,8,11,18,60,0,1,0,1
2005070503544,53.355941,-2.483158,2005,8,14,18,60,1,0,0,0
2005070503712,53.208148,-2.388512,2005,8,24,6,70,1,0,1,0
2005070503954,53.311857999999994,-2.706899,2005,9,10,18,60,0,1,0,0
2005070503979,53.091908999999994,-2.488557,2005,9,11,1,60,1,0,0,0
2005070504207,53.272746999999995,-2.536053,2005,9,25,18,40,1,1,0,0
2005070504282,53.162605000000006,-2.861945,2005,10,1,18,60,1,0,0,0
2005070504407,53.374821,-2.5830290000000002,2005,10,8,1,30,1,0,0,0
2005070504468,53.391373,-2.598744,2005,10,11,23,30,1,0,0,0
2005070504563,53.288996,-2.347542,2005,10,11,8,60,1,0,0,0
2005070504671,53.2385,-2.964311,2005,10,22,20,60,1,0,0,1
2005070504825,53.168623,-2.5426830000000002,2005,10,30,13,60,1,1,0,0
2005070504870,53.305055,-2.717141,2005,11,2,19,70,0,0,1,0
2005070504906,53.093538,-2.439595,2005,11,4,19,30,1,0,0,0
2005070504996,53.242126,-2.150413,2005,10,30,12,40,1,0,0,0
2005070505014,53.081877,-2.7423889999999997,2005,11,10,21,60,1,0,0,0
2005070505055,53.301789,-2.722038,2005,11,12,19,70,1,0,1,0
2005070505070,53.258841000000004,-2.569009,2005,11,13,1,30,1,0,0,0
2005070505256,53.087125,-2.676186,2005,11,22,13,60,1,0,1,0
2005070505307,53.387823,-2.7206360000000003,2005,11,25,20,50,1,0,0,0
2005070505428,53.071431999999994,-2.56549,2005,12,1,22,60,1,0,0,0
2005070505486,53.096615,-2.457996,2005,12,2,19,30,1,1,0,0
2005070505654,53.16293,-2.295668,2005,12,14,23,60,1,0,0,0
2005070505686,53.33479499999999,-2.569719,2005,12,15,15,70,1,0,0,0
2005070505715,53.30380699999999,-2.583262,2005,12,17,15,60,1,1,0,0
2005070505747,53.331152,-2.712323,2005,12,19,15,40,0,0,0,1
2005070505757,53.41924100000001,-2.649844,2005,12,20,15,60,0,1,1,0
2005070505774,53.429165000000005,-2.513035,2005,12,21,22,60,1,0,1,0
2005100002305,55.17710699999999,-1.570363,2005,1,1,1,30,1,0,0,0
2005100004605,54.954191,-1.607409,2005,1,4,12,30,1,0,0,0
2005100010005,54.984002000000004,-1.658842,2005,1,3,18,30,1,0,0,0
2005100021105,54.85721899999999,-1.42516,2005,1,14,6,70,1,1,1,0
2005100023105,55.262847,-1.777149,2005,1,13,8,60,1,0,1,0
2005100030605,55.001576,-1.7545240000000002,2005,1,15,1,60,1,0,0,0
2005100088505,55.02226700000001,-1.594857,2005,2,5,1,70,1,0,0,0
2005100126905,54.925734,-1.472868,2005,2,17,6,60,1,0,0,1
2005100133005,55.085542000000004,-1.626333,2005,2,14,18,70,1,0,0,0
2005100135705,55.033848,-1.5914540000000001,2005,2,23,18,70,1,0,0,0
2005100194105,54.91599,-1.4060709999999998,2005,3,13,21,30,0,0,0,1
2005100232905,54.910123999999996,-1.3830719999999999,2005,4,3,14,30,1,0,0,1
2005100334805,55.017575,-1.80588,2005,5,7,20,60,1,0,0,0
2005100360505,54.968399,-1.583059,2005,5,7,2,30,1,0,0,0
2005100380405,55.186788,-1.539161,2005,5,15,7,70,1,0,0,0
2005100389105,54.913515000000004,-1.7574,2005,5,21,14,60,1,0,0,0
2005100423305,55.091601000000004,-1.609824,2005,5,28,15,30,0,1,0,0
2005100437205,54.973427,-1.637997,2005,6,8,22,30,1,0,0,0
2005100446605,55.144629,-1.535725,2005,6,10,19,30,1,0,0,0
2005100481905,54.896803000000006,-2.351734,2005,6,26,15,60,1,1,0,0
2005100513005,55.12149,-1.913098,2005,7,6,12,60,1,0,1,0
2005100519005,54.988257999999995,-1.639114,2005,7,10,14,50,1,0,0,0
2005100533805,54.974948,-2.364446,2005,7,16,17,60,1,1,0,0
2005100547205,55.143358,-2.14681,2005,7,16,22,60,1,0,0,0
2005100554505,54.953796,-1.624433,2005,7,24,2,70,1,0,0,0
2005100587905,54.883005000000004,-1.551831,2005,7,29,11,40,1,0,0,0
2005100595805,54.965201,-1.621984,2005,7,31,2,50,0,0,0,1
2005100620705,55.066165000000005,-1.581417,2005,8,7,2,60,1,0,0,0
2005100627705,55.56371600000001,-1.791939,2005,8,14,22,60,1,0,0,0
2005100652605,55.069669999999995,-1.7909080000000002,2005,8,20,19,60,1,1,0,0
2005100659505,54.93608199999999,-1.763196,2005,8,27,0,60,0,1,0,0
2005100693505,54.890941000000005,-1.559382,2005,9,11,3,70,1,0,0,0
2005100697205,54.944191000000004,-1.5022879999999998,2005,9,10,0,70,1,0,0,1
2005100724505,54.89621999999999,-1.578036,2005,9,20,15,30,0,0,1,0
2005100756505,54.905278,-1.5021440000000001,2005,9,30,7,70,1,0,0,1
2005100784305,54.972768,-2.5192419999999998,2005,10,7,23,60,1,0,0,0
2005100787105,54.87496899999999,-1.434882,2005,10,9,19,30,0,0,0,1
2005100800305,55.076868000000005,-1.46869,2005,10,15,15,30,1,0,0,0
2005100860905,55.009267,-1.632515,2005,11,2,17,30,1,0,0,0
2005100871005,54.903158999999995,-1.534141,2005,11,7,5,70,1,0,0,0
2005100889305,54.968984999999996,-1.655689,2005,11,10,7,30,1,0,0,0
2005100899405,54.998473,-1.549451,2005,11,12,19,70,1,0,0,0
2005100931005,55.23034499999999,-1.705006,2005,11,27,5,60,1,0,0,0
2005100932405,55.096222999999995,-1.5682530000000001,2005,11,25,1,30,1,0,0,0
2005100934205,55.075925,-1.571291,2005,11,27,20,70,1,0,0,0
2005100955605,54.947179000000006,-1.6354229999999998,2005,12,2,20,70,1,0,0,0
2005100971005,54.87033,-1.504601,2005,12,5,3,70,1,0,0,0
200511AA04470,54.63545,-1.709328,2005,2,13,18,30,1,0,0,0
200511AA06340,54.700338,-1.710416,2005,3,12,12,60,1,0,0,0
200511AA10360,54.78465,-2.282809,2005,5,8,11,60,1,1,0,0
200511AB24090,54.679188,-1.781598,2005,10,18,12,60,1,0,0,0
200511AK06200,54.58511800000001,-1.558975,2005,3,6,1,70,1,0,0,0
200511AK10370,54.646966000000006,-1.516464,2005,5,9,4,70,1,0,1,0
200511AK15280,54.647227,-1.561402,2005,6,29,22,60,1,0,0,0
200511AK26830,54.718167,-1.419678,2005,12,5,7,30,1,0,0,0
200511AL17430,54.684557,-1.625061,2005,8,2,14,60,1,1,0,0
200511BD05580,54.781528,-1.6261860000000001,2005,2,11,2,30,1,0,0,0
200511BD11820,54.742637,-1.444337,2005,5,5,23,60,1,0,0,1
200511BD12120,54.82115699999999,-1.523101,2005,5,12,15,70,1,0,1,0
200511BD16140,54.721336,-1.528621,2005,6,30,19,60,1,0,1,0
200511BD24590,54.749589,-1.537614,2005,10,23,19,60,1,0,0,0
200511BD24750,54.750536,-1.5043549999999999,2005,10,21,16,60,1,0,0,0
200511BE05620,54.776339,-1.4252200000000002,2005,2,9,21,40,1,0,0,0
200511BE14390,54.773869999999995,-1.329339,2005,6,10,10,60,1,1,0,1
200511BE25020,54.738476,-1.4009049999999998,2005,10,29,16,60,1,0,0,0
200511BE25030,54.744046,-1.365094,2005,11,4,19,70,0,0,1,1
200511CG08120,54.86669499999999,-1.564165,2005,3,7,21,70,1,0,0,0
200511CG22710,54.88181899999999,-1.5979809999999999,2005,9,24,15,30,0,1,0,0
200511CG27830,54.871812,-1.615846,2005,12,10,20,30,1,0,0,0
200511CH08760,54.862384999999996,-1.717669,2005,3,21,6,60,0,0,0,1
200511CH10990,54.858437,-1.720189,2005,4,21,16,60,1,0,0,0
200511CH17310,54.860325,-1.762705,2005,7,27,22,60,1,0,0,0
200511CI12820,54.847513,-1.84205,2005,5,22,18,50,1,0,0,0
200511CI16880,54.807136,-1.6883380000000001,2005,7,12,8,60,1,0,0,0
200511CI24820,54.824186,-1.7151330000000002,2005,10,25,17,60,1,1,0,0
200511DC08780,54.546324,-1.8847990000000001,2005,4,14,17,60,1,0,1,0
200511DJ04860,54.58428000000001,-1.630934,2005,2,17,20,60,1,0,0,0
200511DJ22010,54.540608,-1.6633229999999999,2005,9,22,11,60,0,1,0,1
200511DJ30020,54.521703,-1.520726,2005,12,18,4,30,1,0,0,0
2005120100065,53.954301,-1.0610899999999999,2005,1,10,5,30,0,1,1,0
2005120140007,53.776265,-1.301642,2005,1,14,0,40,1,0,0,0
2005120150559,54.015854000000004,-1.559524,2005,1,15,18,60,1,0,0,0
2005120160301,53.878676,-2.069938,2005,1,16,12,60,1,1,0,0
2005120190531,54.316318,-1.6746880000000002,2005,1,19,12,60,1,0,1,0
2005120200319,53.964783999999995,-1.9373189999999998,2005,1,20,10,60,1,0,1,0
2005120290404,53.953727,-1.01188,2005,1,29,14,70,1,0,0,0
2005120300347,53.965967000000006,-1.975882,2005,1,30,14,60,1,0,0,0
2005120330869,53.961893999999994,-1.20389,2005,2,2,17,60,1,0,0,0
2005120550776,54.463342000000004,-0.586622,2005,2,23,11,60,1,0,1,0
2005120570323,54.447444999999995,-1.4515799999999999,2005,2,26,12,60,1,0,0,0
2005120580639,53.954011,-1.035799,2005,2,27,20,40,1,0,0,0
2005120600685,54.457954,-0.625992,2005,3,1,16,60,1,0,0,0
2005120610848,53.720622,-1.186783,2005,3,2,20,60,1,0,0,0
2005120740777,54.29585600000001,-0.424104,2005,3,15,16,60,1,0,0,0
2005120840380,54.095585,-0.621329,2005,3,25,13,60,1,1,0,0
2005120860681,53.98806,-0.9480770000000001,2005,3,27,22,40,1,0,0,0
2005120870361,54.14983,-0.775094,2005,3,28,13,70,1,0,1,0
2005121060133,53.996311999999996,-1.089129,2005,4,16,8,60,1,0,1,0
2005121060614,54.506039,-0.8310280000000001,2005,4,16,16,60,1,0,0,0
2005121080705,54.157740000000004,-1.4434719999999999,2005,4,18,14,70,1,0,1,0
2005121120524,54.117378,-0.838168,2005,4,22,12,60,1,0,1,0
2005121130489,54.391231000000005,-1.319577,2005,4,23,14,70,0,0,0,1
2005121200660,53.993378,-1.7897779999999999,2005,4,30,17,60,0,1,0,0
2005121210555,53.83438,-1.2648139999999999,2005,5,1,16,60,0,1,0,0
2005121230260,54.249159,-0.434327,2005,5,3,9,60,1,0,0,0
2005121280021,54.14585699999999,-0.818233,2005,5,8,0,60,1,0,0,0
2005121350543,54.262163,-1.726698,2005,5,15,16,60,1,1,0,0
2005121400297,54.515363,-0.765417,2005,5,20,10,60,0,0,0,1
2005121450616,53.957699,-2.0188639999999998,2005,5,25,14,30,1,0,0,0
2005121471106,53.951954,-1.536883,2005,5,27,22,60,1,0,0,0
2005121480638,54.384859999999996,-1.138136,2005,5,28,16,60,1,1,0,0
2005121640566,54.232366000000006,-1.325721,2005,6,13,12,70,1,0,0,0
2005121690756,53.81470600000001,-1.296598,2005,6,18,15,60,1,1,0,0
2005121770161,54.11068100000001,-1.395307,2005,6,26,3,60,1,0,0,0
2005121790794,53.93353199999999,-1.144417,2005,6,28,16,60,1,0,0,0
2005121840154,53.896851,-2.010466,2005,7,3,4,30,1,0,0,0
2005121840365,53.951654000000005,-1.7340650000000002,2005,7,3,12,60,1,1,0,0
2005121900619,53.961774,-1.682027,2005,7,9,14,60,1,1,0,0
2005121930695,54.008371,-1.000515,2005,7,12,14,60,1,0,1,0
2005121950013,54.122816,-1.413645,2005,7,14,0,70,1,0,1,0
2005122080873,54.003891,-1.637613,2005,7,27,16,60,1,1,0,0
2005122120608,54.285435,-1.383995,2005,7,31,18,60,1,1,0,0
2005122130673,54.236658,-0.7490479999999999,2005,8,1,15,60,1,0,0,0
2005122140951,54.172061,-0.28434,2005,8,2,18,60,1,0,0,0
2005122180698,54.038977,-0.953053,2005,8,6,16,60,1,0,0,0
2005122280400,54.078317000000006,-1.19448,2005,8,16,11,60,1,0,0,0
2005122350893,54.17975500000001,-1.65952,2005,8,23,18,60,0,0,0,1
2005122380915,53.695007999999994,-1.1872770000000001,2005,8,26,21,70,1,0,0,0
2005122390249,54.346171,-1.7164490000000001,2005,8,27,10,60,1,0,0,0
2005122390646,54.289434,-1.9881369999999998,2005,8,27,18,60,1,1,0,0
2005122400242,54.323752,-1.338834,2005,8,28,9,70,1,0,0,0
2005122460444,54.301103000000005,-2.2166349999999997,2005,9,3,12,60,0,1,0,0
2005122500945,54.110251,-1.225984,2005,9,7,17,60,1,0,0,0
2005122590073,54.372997,-0.680557,2005,9,5,6,60,1,0,0,0
2005122620551,53.890515,-1.229593,2005,9,19,12,70,1,0,0,0
2005122660846,53.85219300000001,-1.0495430000000001,2005,9,23,19,60,0,1,0,0
2005122670706,54.30445699999999,-1.7998759999999998,2005,9,24,18,60,1,1,0,0
2005122740876,54.204418999999994,-1.450664,2005,10,1,20,60,1,0,0,0
2005122761074,53.949039,-1.370221,2005,10,3,21,70,1,0,0,0
2005122771103,54.282441000000006,-1.5629819999999999,2005,10,4,22,60,1,0,0,0
2005122790059,53.779302,-1.239371,2005,10,6,4,60,1,0,0,0
2005122790327,53.998008999999996,-1.041495,2005,10,6,11,60,1,0,1,0
2005122830558,54.124041000000005,-2.422734,2005,10,10,13,60,1,1,0,0
2005122940674,54.36388,-1.3808209999999999,2005,10,21,14,60,1,0,0,0
2005122940854,53.707023,-1.157049,2005,10,21,17,30,0,1,1,0
2005123020543,54.047641000000006,-1.576293,2005,10,29,14,60,1,1,0,0
2005123030747,53.923816,-2.001489,2005,10,30,20,60,1,0,0,0
2005123040020,54.394736,-1.7309,2005,10,31,0,60,1,1,0,0
2005123090700,54.043983999999995,-1.558921,2005,11,5,18,60,1,0,0,0
2005123170082,53.980268,-1.196221,2005,11,13,2,60,1,0,0,0
2005123170220,53.897666,-1.1696520000000001,2005,11,13,9,60,0,1,0,0
2005123210548,53.663228000000004,-1.116758,2005,11,17,14,60,1,0,0,0
2005123290675,54.257597,-0.85741,2005,11,25,16,60,1,0,0,0
2005123400007,53.794777,-1.110808,2005,12,6,0,60,1,0,0,0
2005123400554,53.995211,-1.543267,2005,12,6,15,30,1,0,0,0
2005123430010,53.759234,-1.142655,2005,12,9,0,60,1,0,0,0
2005123440292,54.027381000000005,-1.565813,2005,12,10,11,30,1,0,0,0
2005123440467,54.261712,-1.7262400000000002,2005,12,10,16,60,1,0,0,0
2005123460509,53.959317000000006,-2.01795,2005,12,12,13,30,1,0,0,0
2005123590156,53.770497999999996,-1.109501,2005,12,25,12,60,1,0,0,0
2005130000105,53.810339,-1.52341,2005,1,2,22,30,1,0,0,0
2005130019405,53.730814,-1.528858,2005,1,12,1,30,1,0,0,0
2005130034205,53.669431,-1.5083520000000001,2005,1,17,6,30,1,0,0,0
2005130034605,53.815265000000004,-1.8069220000000001,2005,1,14,9,30,1,0,0,0
2005130059205,53.80246700000001,-1.636771,2005,1,23,9,60,1,0,0,0
2005130073605,53.606815000000005,-1.711904,2005,1,31,8,50,1,0,1,0
2005130097405,53.774401,-1.8285049999999998,2005,2,5,12,30,1,0,0,0
2005130109205,53.796452,-1.744157,2005,2,3,17,40,0,0,1,0
2005130115305,53.80733299999999,-1.5362,2005,2,11,6,30,1,0,1,0
2005130119205,53.698848,-1.857287,2005,2,13,14,30,1,1,0,0
2005130163005,53.80675600000001,-1.52664,2005,2,27,19,30,1,0,0,0
2005130163305,53.80291,-1.738044,2005,2,26,21,30,1,0,0,0
2005130180405,53.761789,-1.567344,2005,2,26,1,40,1,0,0,0
2005130187105,53.824208999999996,-1.508061,2005,3,7,10,40,1,0,0,0
2005130233805,53.724856,-1.458904,2005,3,17,15,70,1,0,0,0
2005130236905,53.692524,-1.485367,2005,3,18,20,30,1,0,0,0
2005130241305,53.649712,-1.885895,2005,3,22,3,70,1,0,0,0
